FirmaID,52757,88109,64670,3350,120333,105628,118605,117567,61375,24349
6567,0,0,0,0,0,0,0,0,107800,0
5871,0,296400,0,0,0,344260,0,4260,1600,0
4775,0,0,122150,13600,0,0,0,12500,0,0
8179,139000,0,0,0,0,0,0,0,0,644400
974,0,1100,9000,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,0,0,0
3797,655500,0,0,0,0,0,0,0,0,0
5096,0,0,0,0,0,0,0,0,0,0
5815,0,0,0,0,0,0,0,0,0,0
2027,0,259270,500,0,0,0,0,1200,0,19600
