FirmaID,52757,88109,64670,3350,120333,105628,118605,117567,61375,24349
6567,0,0,0,0,0,0,0,0,11,0
5871,0,12,0,0,0,14,0,1,1,0
4775,0,0,7,4,0,0,0,2,0,0
8179,10,0,0,0,0,0,0,0,0,24
974,0,1,2,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,0,0,0
3797,23,0,0,0,0,0,0,0,0,0
5096,0,0,0,0,0,0,0,0,0,0
5815,0,0,0,0,0,0,0,0,0,0
2027,0,11,1,0,0,0,0,1,0,4
