FirmaID,UrunTID,Miktar,AlimSayisi
6372,136148,1400,1
6372,136152,1500,2
7721,136186,750,1
3331,136191,850,1
7721,136191,1000,1
6798,136196,3800,1
9151,136196,1000,1
9151,136212,1000,1
713,136254,3070,2
713,136277,1310,1
8847,136285,2900,1
8847,136288,2900,1
4433,136294,850,1
5815,136294,1000,2
9151,136303,1000,1
6432,136412,16750,1
9366,136419,1000,1
5311,136535,2785,1
4433,136585,800,1
6372,136619,500,1
8725,136726,4000,2
9608,136726,500,1
1677,136770,2100,1
1677,136771,2100,1
8666,136780,1100,1
9782,136791,1000,1
897,136806,6700,1
3082,136850,2300,1
6798,136907,2000,1
2842,137180,500,1
7721,137247,1250,1
897,137336,6198,1
4775,137417,3950,1
4775,137418,3950,1
4775,137420,4400,1
4775,137421,4351,2
3289,137612,3600,1
9206,137728,1400,2
6885,137757,1710,1
9782,138020,1000,1
5871,138228,1150,1
9151,138263,6000,6
897,138291,2500,1
872,138294,1060,1
8811,138366,750,1
7721,138367,750,1
39,138491,2450,1
897,138491,20700,6
6372,138580,3100,3
6372,138582,500,1
6372,138584,500,1
4775,138599,1050,1
897,138603,9450,1
4775,138616,2000,1
4775,138618,800,1
4775,138619,800,1
3331,138645,1000,1
897,138777,13382,1
8847,138777,6840,1
5871,138954,2220,1
5815,138976,1500,2
9975,138980,1000,1
8179,138994,1000,1
1677,139011,2400,1
713,139031,3000,1
2027,139033,900,1
6372,139041,500,1
713,139046,2860,1
715,139109,1850,1
5871,139118,1350,1
5871,139119,1450,1
872,139135,2500,1
885,139230,950,1
9151,139230,1000,1
713,139272,1950,3
5871,139298,2700,1
8540,139325,3000,1
666,139382,900,1
2027,139439,6400,5
5798,139551,4700,2
2,139588,4830,1
897,139608,26000,2
6798,139610,2000,1
713,139619,600,1
5798,139659,6100,2
5798,139664,6400,2
5815,139683,500,1
39,139693,2600,2
39,139703,2600,2
3155,139707,1830,1
39,139712,2600,2
666,139750,600,1
666,139784,1350,1
666,139787,5400,2
7228,139884,5000,2
5871,139886,1860,2
3930,139896,6360,3
10146,139896,600,1
4775,139910,3500,1
4775,139915,1750,1
4775,139918,1000,1
4775,139921,5450,2
4775,139922,1800,2
9782,139954,1200,1
713,139978,2000,1
8540,140000,600,1
8540,140026,7000,1
6567,140031,1000,1
5798,140107,4000,1
8179,140121,3500,1
7721,140127,750,1
3797,140150,500,1
6209,140167,1000,1
7311,140171,3500,1
9975,140171,1600,2
5871,140185,650,1
666,140190,3100,1
2842,140194,1500,1
6798,140196,630,1
6798,140198,2050,1
3082,140244,1000,1
9975,140244,1500,2
5815,140245,500,1
9975,140246,500,1
964,140339,1000,1
9186,140481,1840,1
6577,140524,1000,2
8540,140559,7000,1
9975,140559,1000,1
9206,140637,6950,3
9206,140638,2600,3
5096,140639,500,1
3191,140675,3600,5
6885,140684,1800,1
2537,140695,2000,1
2537,140696,1500,1
964,140699,4550,3
8811,140758,500,1
8811,140759,500,1
9186,140768,4400,1
872,140779,2020,1
9975,140799,1000,1
8179,140807,1500,1
666,140819,6050,5
9608,140893,7000,1
974,140901,1706,1
9975,140927,500,1
3930,140951,15000,1
8179,140957,2000,1
9572,140962,500,1
5684,140964,500,1
5684,140969,1000,1
7721,141015,500,1
7721,141016,750,1
4775,141076,1800,1
9975,141076,600,1
4775,141116,1800,1
5815,141125,500,1
6684,141127,2015,1
9206,141151,600,1
9206,141152,600,1
9206,141153,600,1
885,141203,890,1
8811,141237,750,1
9572,141237,500,1
964,141239,4950,2
5012,141253,800,1
9975,141299,1500,2
713,141318,4375,2
713,141362,3775,1
8847,141387,1900,2
8847,141392,18000,1
5012,141410,1270,1
9130,141426,1120,1
974,141442,1530,1
6432,141442,2100,1
974,141445,1530,1
6432,141445,2100,1
3082,141669,2400,2
3082,141670,6600,5
9186,141707,39980,2
5871,141713,9285,4
2842,141824,700,1
666,141847,2350,1
2842,141849,550,1
5556,141886,900,1
9572,141908,500,1
6209,141949,2200,1
6209,141950,1350,1
6209,141951,2600,1
9206,141975,600,1
3082,141986,500,1
3082,141987,500,1
4775,142062,1050,1
7721,142066,1000,1
4586,142224,3740,1
3155,142232,4650,1
3155,142233,4750,1
713,142274,2620,1
5871,142274,1000,1
8847,142275,13000,1
9186,142295,1000,1
8847,142440,3600,1
974,142545,850,1
2007,142549,4000,1
6209,142571,1100,1
1677,142573,2200,1
9130,142578,1700,2
3008,142728,2650,1
3008,142732,2480,1
715,142795,1000,1
4775,142812,1800,1
7094,142856,1750,1
4775,142899,1650,1
2905,142949,3800,1
872,143124,1300,1
9829,143320,500,1
8811,143368,1000,1
7530,143376,3000,2
872,143442,3075,1
872,143446,3075,1
794,143471,5000,2
9130,143522,2450,1
9130,143523,2450,1
9130,143532,610,1
9130,143533,700,1
731,143904,19900,1
4586,143937,5090,1
9151,144011,1000,1
9572,144049,500,1
9572,144050,500,1
9572,144051,500,1
7311,144113,22400,1
9572,144125,1250,2
6885,144129,2450,1
39,144190,4000,1
7311,144223,15000,1
6432,144262,6650,1
9975,144262,500,1
5871,144287,630,1
5871,144291,630,1
5871,144294,630,1
9975,144393,1000,1
713,144499,900,1
67,144525,2900,1
2027,144552,4000,1
9186,144592,1080,1
6324,144674,2300,1
6684,144738,6049,2
964,144750,4594,2
2842,144869,500,1
6885,144901,2400,1
5815,144956,800,1
9130,144957,500,1
5815,144960,800,1
9130,144963,500,1
9130,144964,500,1
4731,144972,1000,1
7721,145112,1000,1
731,145160,33000,2
2905,145172,800,1
2027,145196,1060,1
2027,145197,3340,2
39,145238,4500,1
2027,145351,5300,1
2027,145361,2300,1
3082,145443,2000,3
897,145459,26714,6
964,145471,6500,1
3289,145495,8000,1
713,145502,575,1
2537,145510,2700,1
2027,145523,900,1
8847,145544,1300,1
2537,145577,1000,1
5096,145593,1700,2
872,145604,1180,1
25,145708,5000,1
6209,145771,3300,2
9975,145771,2950,2
4731,145814,513,1
734,145833,750,1
10354,145870,500,1
10354,145871,500,1
872,145918,2800,1
9975,145971,500,1
4731,146051,798,1
6432,146148,1700,1
2537,146177,850,1
4775,146278,2800,1
4775,146281,2700,1
4433,146355,750,1
713,146361,1540,1
872,146422,1300,1
872,146424,1300,1
2027,146466,1450,1
8725,146531,3630,1
6432,146686,5750,1
2905,146714,900,1
5096,146719,700,1
9608,146780,1700,1
964,146786,5432,1
9829,146908,600,1
4731,147076,561,1
964,147098,2180,1
5871,147121,675,1
4775,147250,650,1
4775,147280,1800,1
4775,147281,1600,1
4775,147282,1600,1
872,147326,2300,1
7711,147397,1600,1
7711,147398,700,1
7711,147399,500,1
3289,147409,2850,1
885,147679,1100,1
5815,147730,800,1
666,147761,1000,1
731,147873,9200,1
7311,147941,2350,1
3008,147946,1680,1
9608,148005,1500,1
10146,148087,500,1
10146,148088,500,1
10146,148089,500,1
6885,148101,11350,1
25,148155,1650,1
9130,148237,3140,2
9130,148245,7800,2
3008,148287,10250,2
4775,148369,1000,1
4775,148373,2100,1
4775,148375,2100,1
10354,148488,500,1
10354,148489,500,1
10354,148491,500,1
10354,148500,500,1
10354,148505,500,1
10354,148507,500,1
10354,148510,500,1
3191,148569,500,1
25,148639,1850,1
6885,148677,11350,1
885,148678,1500,1
7721,148678,10000,6
7749,148788,6900,2
8811,148896,800,1
7530,148947,5000,1
9829,149003,1000,1
7530,149079,1000,1
7530,149093,2000,1
7530,149245,1000,1
7530,149249,1000,1
25,149341,900,1
872,149431,1400,1
897,149456,8660,1
3008,149462,22300,2
9829,149482,1000,1
9975,149519,700,1
9975,149520,700,1
9186,149551,8950,1
7311,149605,2100,1
10146,149661,500,1
666,149740,1100,1
872,149823,1100,1
897,149853,8515,1
9829,149884,1000,1
7228,150088,3150,1
8847,150119,23000,2
897,150133,2450,1
2,150148,500,1
8811,150170,1000,1
9975,150170,500,1
2,150219,500,1
2,150220,500,1
2,150223,500,1
2,150224,500,1
2,150225,500,1
2,150226,500,1
2,150228,500,1
2,150229,500,1
2,150230,500,1
7228,150276,3150,1
3289,150297,2850,1
5311,150366,1000,1
897,150370,8515,1
6432,150508,15000,1
8540,150562,11690,1
6885,150863,10000,1
6885,150864,10000,1
2842,150888,1600,1
2842,150890,800,1
897,150918,6047,1
666,151037,3800,1
10146,151133,1000,2
2,151244,1000,1
2537,151415,800,1
2537,151421,800,1
