,3,8,4,2,5,10,1,7,9,6
e_1,1.0,1.0,0.1111111111111111,1.0,0.0,1.0,1.0,0.0,1.0,1.0
e_2,1.0,1.0,0.1111111111111111,1.0,0.0,1.0,1.0,0.0,1.0,1.0
e_3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
e_4,1.0,1.0,0.1111111111111111,1.0,0.0,1.0,1.0,0.0,1.0,1.0
e_5,1.0,1.0,0.1111111111111111,1.0,0.0,1.0,1.0,0.0,1.0,1.0
e_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_7,1.0,1.0,0.1111111111111111,1.0,0.0,1.0,1.0,0.0,1.0,1.0
e_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_10,1.0,1.0,0.1111111111111111,1.0,0.0,1.0,1.0,0.0,1.0,1.0
