,3,8,4,2,5,10,1,7,9,6
e_1,0.2777777777777778,1.0,0.05555555555555555,1.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0
e_2,1.0,1.0,0.06666666666666667,1.0,0.0,0.13333333333333333,0.0,0.0,1.0,1.0
e_3,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.1388888888888889,0.1388888888888889
e_4,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,1.0,1.0,0.0,0.0,0.0
e_5,1.0,1.0,0.08333333333333333,1.0,0.0,1.0,0.05555555555555555,0.0,0.1388888888888889,0.1388888888888889
e_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_7,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,1.0,1.0,0.0,0.0,0.0
e_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_10,1.0,1.0,0.08333333333333333,1.0,0.0,1.0,0.05555555555555555,0.0,0.1388888888888889,0.1388888888888889
